,2222.SR,2222.SR,2222.SR,2222.SR,2222.SR,2222.SR,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,2222.SR,2222.SR,2222.SR,2222.SR
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,SMA20,SD20,BollHIGH,BollLOW,SMA20,SD20,BollHIGH,BollLOW
Date,,,,,,,,,,,,,,,,,,,,
2023-09-20,34.25,34.5,34.099998474121094,34.29999923706055,34.29999923706055,19406894.0,179.25999450683594,179.6999969482422,175.39999389648438,175.49000549316406,175.49000549316406,58436200.0,180.34500045776366,4.966694350440537,190.27838915864473,170.4116117568826,34.21999988555908,0.42002513456683166,35.060050154692746,33.37994961642542
2023-09-19,34.0,34.400001525878906,34.0,34.29999923706055,34.29999923706055,22742251.0,177.52000427246094,179.6300048828125,177.1300048828125,179.07000732421875,179.07000732421875,51826900.0,180.43199996948243,4.891850918165141,190.21570180581273,170.64829813315214,34.22999992370605,0.4243881857746733,35.0787762952554,33.381223552156705
2023-09-18,34.099998474121094,34.20000076293945,33.79999923706055,34.20000076293945,34.20000076293945,16277240.0,176.47999572753906,179.3800048828125,176.1699981689453,177.97000122070312,177.97000122070312,67257600.0,180.270499420166,4.991486054134256,190.25347152843452,170.2875273118975,34.23500003814697,0.42584293683914887,35.08668591182527,33.38331416446867
2023-09-17,33.95000076293945,34.29999923706055,33.849998474121094,34.099998474121094,34.099998474121094,13056838.0,,,,,,,,,,,34.247500038146974,0.42842289072562134,35.104345819598215,33.39065425669573
2023-09-15,,,,,,,176.47999572753906,176.5,173.82000732421875,175.00999450683594,175.00999450683594,109205100.0,180.09649963378905,5.134506726192003,190.36551308617305,169.82748618140505,,,,
2023-09-14,33.5,33.95000076293945,33.5,33.95000076293945,33.95000076293945,22212389.0,174.0,176.10000610351562,173.5800018310547,175.74000549316406,175.74000549316406,60895800.0,180.04599990844727,5.191814387435107,190.42962868331747,169.66237113357707,34.29250011444092,0.4583366170774314,35.20917334859578,33.375826880286056
2023-09-13,33.25,33.75,33.20000076293945,33.45000076293945,33.45000076293945,18216187.0,176.50999450683594,177.3000030517578,173.97999572753906,174.2100067138672,174.2100067138672,84267900.0,180.0875,5.158795694974031,190.40509138994807,169.76990861005194,34.347500038146975,0.48053566160247063,35.308571361351916,33.386428714942035
2023-09-12,33.599998474121094,33.75,33.25,33.29999923706055,33.29999923706055,11040997.0,179.49000549316406,180.1300048828125,174.82000732421875,176.3000030517578,176.3000030517578,90370200.0,180.24949951171874,5.013334354292839,190.2761682203044,170.22283080313306,34.39750003814697,0.43178804308959184,35.26107612432616,33.533923951967786
2023-09-11,33.75,33.79999923706055,33.25,33.79999923706055,33.79999923706055,13532644.0,180.07000732421875,180.3000030517578,177.33999633789062,179.36000061035156,179.36000061035156,58953100.0,180.40749969482422,4.9314372893877305,190.27037427359969,170.54462511604876,34.45250015258789,0.3462107181770582,35.144921588942005,33.76007871623377
2023-09-10,34.150001525878906,34.150001525878906,34.150001525878906,34.150001525878906,33.99700164794922,0.0,,,,,,,,,,,34.492500114440915,0.3113107888098641,35.11512169206064,33.86987853682119
